Absolutely!	Absolutely!	0
Искористи неки сајт за хостовање слика .	Use some website for hosting pictures.	2
She may or may not be a Jew but she 's certainly stupid , she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on , what a muppet !	She may or may not be a Jew but she's stupid, she seems to think the Blacks wo don't kill her alongside every other White they can get their dirty hands on, what a muppet!	1
WTF is wrong with the Irish ??	Is WTF wrong with the Irish??	3
If it continues England will become a cesspool of sh * * pardon my English	If it continues England will become a Cesspool of sh * * forgive my English	1
In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .	In Eternal Combat with that Satanic Spirit - The physical incarnation, creation of the Demiurge: The Jews.	1
The kikes probably put the Leftist up to it , to make it seem like they do n't have total control of everyone .	The kikes probably put the Leftist up to it, to make it seem like they do not have total control of everyone.	1
Latest reported attack on students by the local Negroes was on a couple out getting a pizza in the late evening hours , 4 Blacks jumped them on their walk home .	The latest attack on students by the local Negroes was on a couple out getting a pizza at the late evening hours, 4 Blacks jumped them on their walk home.	1
Five years ago there were zero `` apathetic refugee children '' in Sweden .	Five years ago there were zero “apathic refugee children” in Sweden.	3
I going to get homeschooled tired of looney lefty teachers and the negroes	I'll get home-schooled tired of looney leftist teachers and the negers	1
So it 's not enough Professor Ratajczak 's life was destroyed when he was fired , some filthy desert rat from Israel still had to go kill him ?	So it’s not enough Professor Ratajczak’s life was destroyed when he was fired, some dirty desert rat from Israel still had to go to kill him?	1
Sad it happens more and more they want to take ours but what do they think i want to date one of those negro women	Sadly it happens more and more they want to take our but what do they think I want to date one of those black women	1
Having recently traveled to London I was disgusted by how non-white the city had become .	Having recently traveled to London I was disgraced by how non-white the city had become.	1
Damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... God 's save Iceland .	Damn affirmative action they got the White House, now our beer halls, their is only one safe place left...God’s save Iceland.	1
I just need to turn on a tv and I see it advertised everywhere , mostly African apes with attractive white woman .	I just need to turn on a TV and I see it advertised everywhere, mostly African monkeys with attractive white woman.	1
The lesbian student will probably find a jew lawyer and sue for violating her civil rights.That 's a common jew tactic .	The lesbian student will probably find a Jewish lawyer and sue for violating her civil rights.	1
i would move to surrey just outside Kingston upon Thames ok Kingston is infested but outer areas are not too bad inner London is just a joke	I would move to surrey just outside Kingston on Thames ok Kingston is infested but outer areas are not too bad inside London is just a joke	1
Egyet se ismerek .	Egypt is known.	2
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !	Islam is not compatible with our way of life in this green and enjoyable island.Irish people are white and Christian FFS!	1
If we are White and wish to save this country rather than have it turn into a disorderly non-White hegemony , then we are all at a loss for what to do .	If we are White and want to save this country rather than have it turn into a disorderly non-White hegemonia, then we are all at a loss for what to do.	1
You are no different than any other manipulating Jew .	You are no different from any other manipulating Jew.	3
The UAF are just a bunch of middle class faggots , the EDL should steam into them every time they show up to counter a demonstration , they 'll soon run home to daddy .	The UAF are just a bunch of middle class faggots, the EDL should steam into them every time they show up to counter a demonstration, they’ll soon run home to daddy.	1
Even if they do stop pouring in most of those that are here have no intention of going back to poland .	Even if they do stop pouring in most of those who are here have no intention of going back to Poland.	1
Blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .	Black people have shown how they are able to survive all year round sitting on their burse waiting for comic relief.	1
Slavery is a word which has special meaning to Americans .	Slavery is a word that has a special meaning for Americans.	3
hi school is a zoo and suck i hate my school to but white trash is some one who is a race mixers or a w * * * * * * white power at all times	Hi school is a zoo and suck i hate my school to but white trash is someone who is a race mixers or a w * * ** * white power at all times	1
This is why libtards and Jews call us white supremacists and get away with it .	This is why libtards and Jews calls us white supremacists and get away with it.	1
When I see this stuff nowadays it makes me wa n't to punch the white people who fall for it .	When I see this stuff nowadays it makes me wa not to punch the white people who fall for it.	1
